date,country,disaster_type,severity_index,casualties,economic_loss_usd,response_time_hours,aid_amount_usd,response_efficiency_score,recovery_days,latitude,longitude
2018-12-14,Nigeria,Storm Surge,6.79,117,3766441.84,1.0,241970.0,97.94,63,46.001,-117.103
2018-12-01,Spain,Earthquake,4.74,98,4204860.03,6.88,252854.29,95.33,41,-27.348,55.059
2022-12-16,Bangladesh,Storm Surge,7.82,148,7895584.36,9.68,427576.94,95.09,79,-10.298,-96.707
2021-11-14,Chile,Flood,3.78,89,1616270.41,13.26,186247.32,85.7,37,-8.41,-73.696
2023-11-29,Nigeria,Volcanic Eruption,1.24,17,1293694.07,39.62,36404.76,66.7,8,20.056,-154.558
2018-08-13,South Africa,Storm Surge,6.94,168,4696856.41,15.79,181294.84,88.8,74,-59.078,-67.517
2020-11-12,Indonesia,Wildfire,3.66,124,3201329.54,14.56,201987.08,84.77,40,-25.266,-129.205
2019-12-21,Bangladesh,Landslide,6.59,16,10882807.32,1.0,465376.04,100.0,60,-44.498,11.078
2024-04-07,Mexico,Extreme Heat,4.18,37,3729361.48,9.95,274072.8,96.6,48,40.003,104.108
2018-06-23,India,Landslide,3.88,69,613443.59,8.36,268572.01,99.72,32,-7.654,-13.684
2024-06-16,India,Drought,3.82,75,4349488.91,8.53,223110.04,89.1,38,-8.486,-32.496
2019-04-17,Canada,Tornado,6.09,122,4763213.03,7.33,293861.28,90.82,59,-11.396,158.508
2023-02-28,China,Storm Surge,8.2,209,6986224.77,9.34,355136.38,96.53,83,39.843,142.722
2019-03-10,India,Landslide,4.79,117,1026763.71,4.4,125001.71,96.32,56,-30.802,30.216
2022-06-10,Chile,Flood,9.46,249,11832245.83,1.0,370427.91,95.06,91,44.463,83.574
2019-11-20,Mexico,Drought,4.66,71,48269.87,14.03,133126.32,87.16,57,-50.834,45.296
2020-03-05,Chile,Extreme Heat,3.16,16,2709168.14,20.69,281877.31,73.16,34,48.711,-51.212
2019-02-26,Turkey,Hurricane,4.07,77,9449796.84,4.28,224120.21,98.06,46,-42.427,-102.928
2018-11-05,Spain,Wildfire,5.2,119,4178469.93,10.58,224134.01,92.52,50,-38.742,92.768
2024-04-28,Bangladesh,Volcanic Eruption,5.75,113,8993960.41,8.08,83662.34,98.22,53,31.185,-17.372
2021-08-16,Nigeria,Storm Surge,3.69,51,6230001.2,2.32,416344.04,100.0,38,43.71,43.254
2018-10-07,Turkey,Volcanic Eruption,4.89,111,6164411.57,13.04,298851.07,87.41,47,-3.729,44.671
2018-08-19,Italy,Storm Surge,4.7,84,7360369.55,13.19,41374.1,90.09,47,-17.767,-144.775
2018-06-04,Philippines,Volcanic Eruption,4.96,79,7751833.54,14.41,171419.74,87.63,44,-53.173,112.777
2024-11-24,India,Flood,2.24,30,3206973.65,26.19,135032.25,77.44,24,11.29,-39.276
2018-06-18,Nigeria,Extreme Heat,3.72,90,5204612.64,16.68,274236.54,86.86,38,-6.032,105.337
2024-10-14,Indonesia,Drought,7.14,140,3991875.48,5.91,250638.45,90.72,70,-2.925,-118.707
2019-02-28,Japan,Volcanic Eruption,3.42,57,181661.48,15.12,170840.35,80.79,37,37.316,114.708
2019-12-08,India,Extreme Heat,6.88,26,4253220.35,3.14,214517.7,100.0,67,-55.303,70.591
2023-11-12,Philippines,Extreme Heat,4.47,0,5891437.89,4.54,228907.66,96.85,51,13.177,-46.275
2022-08-02,Australia,Landslide,2.38,24,2601357.03,29.15,178150.26,71.9,21,32.936,60.825
2018-09-27,Japan,Drought,6.61,67,8189618.74,9.78,470962.03,100.0,68,-20.437,19.707
2020-10-29,South Africa,Tornado,3.98,78,459778.27,8.58,166507.79,88.8,40,26.848,53.232
2021-09-27,Spain,Wildfire,3.36,104,3355507.5,14.26,145755.22,86.52,37,-50.22,55.628
2022-05-25,Germany,Tornado,3.27,43,2769794.51,7.97,109777.32,89.65,37,-44.526,71.004
2024-04-08,India,Tornado,5.53,121,7875780.46,8.0,319403.46,91.48,56,-14.798,99.165
2019-01-18,Turkey,Extreme Heat,3.83,16,3577037.12,19.63,262755.27,85.2,44,17.523,-26.042
2022-01-25,Germany,Earthquake,5.18,113,3578425.91,7.69,322626.59,98.33,51,-22.936,153.398
2020-02-26,France,Volcanic Eruption,4.1,82,5331981.52,4.49,16711.62,92.76,34,-32.815,-123.228
2019-02-19,India,Tornado,3.98,73,3080912.32,19.31,225219.17,82.19,42,0.923,13.522
2021-10-11,Chile,Earthquake,2.72,82,2619205.93,20.98,77757.63,71.25,31,45.167,40.131
2019-09-24,Spain,Landslide,5.75,63,3251311.88,13.97,150791.52,94.24,53,-40.53,112.657
2022-11-28,Spain,Wildfire,6.28,104,8169822.41,4.93,293402.87,95.28,57,-54.757,-46.138
2024-11-05,Mexico,Volcanic Eruption,6.48,96,5740796.52,2.43,8080.5,96.61,76,-25.809,84.502
2023-12-28,Philippines,Hurricane,6.57,130,5705716.23,7.42,400343.22,86.68,71,-31.3,158.303
2022-02-15,Bangladesh,Hurricane,6.43,174,7840629.33,7.56,408078.35,95.4,62,21.397,23.943
2021-02-28,Philippines,Volcanic Eruption,3.85,80,6836826.13,6.26,79558.3,94.56,38,33.375,0.988
2020-03-28,Canada,Wildfire,5.35,119,4749987.44,16.43,96143.63,79.43,52,36.151,-122.944
2023-05-23,Italy,Earthquake,1.71,31,3137188.61,28.12,93587.8,65.58,14,44.894,18.544
2019-05-26,Brazil,Extreme Heat,4.25,71,6972848.61,14.08,118015.17,87.15,44,-25.792,89.46
2023-10-04,Italy,Volcanic Eruption,7.28,260,3585203.93,2.54,180904.07,96.29,75,-42.318,-21.259
2021-12-02,Mexico,Volcanic Eruption,6.97,134,5859253.73,7.64,232236.54,100.0,61,51.657,-28.935
2022-03-12,South Africa,Extreme Heat,5.37,216,5387736.98,7.99,230088.13,91.11,60,-31.707,168.139
2018-04-26,Germany,Hurricane,1.0,35,288021.42,46.67,41415.11,56.28,2,-21.758,-136.312
2019-07-18,France,Wildfire,5.92,238,1886388.56,9.05,217781.05,93.08,59,-55.404,141.915
2023-04-06,Bangladesh,Wildfire,3.72,92,7070430.76,11.96,239358.49,81.57,32,-6.168,-168.215
2020-11-14,India,Earthquake,5.94,207,7001839.91,6.51,297156.38,87.24,62,-34.121,-119.163
2022-09-30,Spain,Extreme Heat,6.76,104,5174827.03,8.43,279148.04,91.24,78,-46.658,-72.045
2018-07-15,Australia,Flood,4.51,73,3047053.55,14.37,208965.69,82.38,51,-31.387,47.244
2018-09-15,Spain,Volcanic Eruption,7.84,109,523110.41,11.16,284621.22,92.79,68,-46.697,137.75
2018-03-09,Spain,Extreme Heat,6.79,53,9264383.08,7.15,209806.44,90.82,71,15.835,25.516
2022-10-25,Turkey,Tornado,5.21,134,10362184.46,1.39,429160.86,99.13,47,-59.812,-50.043
2020-02-07,Nigeria,Landslide,2.34,42,3417414.33,19.88,187671.73,72.86,23,19.725,-140.891
2023-11-25,Germany,Flood,2.5,58,3601699.63,17.13,5200.72,83.86,27,5.29,97.38
2018-03-25,Chile,Extreme Heat,5.81,187,2697933.93,11.66,428965.21,79.44,59,-13.146,-10.154
2020-11-04,South Africa,Drought,3.99,76,4685540.08,9.59,145638.34,90.58,34,29.678,-48.588
2020-09-14,India,Drought,2.83,75,1203754.09,20.3,167584.89,71.07,24,27.953,43.607
2019-07-01,Nigeria,Drought,7.39,75,5672658.65,8.81,485168.15,89.94,70,-54.68,15.645
2023-05-15,China,Volcanic Eruption,7.84,293,11684183.04,6.55,265424.3,89.3,81,15.808,105.909
2018-06-01,India,Volcanic Eruption,5.84,198,7735068.83,1.0,414639.9,94.01,56,-24.787,-155.106
2021-07-16,Indonesia,Earthquake,5.5,219,14053299.07,11.76,254866.93,90.91,59,52.005,5.23
2020-11-03,Greece,Volcanic Eruption,4.36,165,4860065.4,13.5,275984.05,88.61,47,-55.606,49.946
2018-07-15,Australia,Drought,3.77,54,1694181.75,14.94,246936.29,87.34,46,43.896,-57.146
2022-11-25,Brazil,Drought,4.99,133,2265664.95,7.69,318838.48,96.56,48,46.738,82.725
2020-02-05,South Africa,Drought,4.86,23,3989791.52,14.33,298713.21,88.17,48,-0.456,-0.842
2018-12-05,Chile,Tornado,5.01,67,6766133.3,11.68,300047.21,85.69,39,27.25,-143.165
2024-02-13,Spain,Wildfire,7.19,109,4090769.24,10.14,303310.1,95.16,75,-24.748,-135.117
2021-06-09,France,Tornado,6.37,40,10225446.34,8.84,271332.16,91.87,54,-6.49,74.005
2021-12-10,China,Volcanic Eruption,5.82,56,1882857.39,1.0,420322.25,95.85,65,-6.344,77.117
2022-11-17,Germany,Storm Surge,3.93,11,1735321.4,18.4,184171.25,78.86,40,-27.053,163.209
2022-07-22,Japan,Flood,6.0,187,10351645.45,6.2,140957.99,91.74,61,-16.403,102.373
2019-08-08,China,Earthquake,3.07,32,3600623.21,15.38,155639.47,80.83,29,41.84,60.55
2019-06-02,Philippines,Earthquake,3.15,91,4782845.3,6.0,98988.99,86.52,28,-51.932,94.695
2022-04-18,Germany,Drought,4.83,26,2605392.64,4.91,261691.18,95.44,44,53.936,-158.989
2022-02-28,Turkey,Volcanic Eruption,5.35,77,4626469.67,17.33,411209.05,76.17,57,-15.358,89.449
2023-12-09,Nigeria,Wildfire,6.62,56,9334090.58,14.94,182452.02,80.48,71,-15.966,-63.109
2019-04-10,Italy,Hurricane,5.54,141,6486932.04,10.61,130097.08,94.62,61,-56.89,-106.744
2024-04-19,Chile,Landslide,4.54,88,1064671.64,13.14,279017.68,86.55,51,-45.869,93.488
2024-11-11,Philippines,Hurricane,4.33,111,2123331.33,10.96,201486.76,90.16,41,-25.731,141.603
2019-05-18,Bangladesh,Hurricane,4.74,133,3702566.74,2.1,402610.24,100.0,40,-43.713,-144.822
2018-12-26,China,Volcanic Eruption,6.38,95,7219862.84,9.0,289063.08,87.09,60,37.262,158.971
2018-09-23,France,Drought,3.17,37,3061218.65,11.57,201590.39,95.86,28,6.0,-71.277
2019-12-15,Australia,Wildfire,5.48,136,6771814.15,9.14,355320.75,93.27,48,35.244,2.977
2019-07-23,Brazil,Hurricane,6.74,194,4166682.12,7.31,429005.29,91.64,72,-31.592,-2.033
2024-06-02,Germany,Extreme Heat,9.73,118,3010520.13,6.45,626770.77,92.39,104,-15.731,103.245
2024-11-11,Greece,Wildfire,2.32,62,1619145.16,29.26,208703.25,66.91,20,46.11,-147.646
2023-11-24,South Africa,Volcanic Eruption,6.72,108,6566612.8,7.27,77986.36,92.66,63,-10.705,-30.793
2019-05-29,Nigeria,Flood,4.01,138,1492099.35,16.02,178293.94,82.58,44,56.686,48.395
2023-10-21,Philippines,Volcanic Eruption,5.68,146,8429796.69,6.79,214453.78,87.78,52,-18.658,128.506
2020-01-16,Greece,Storm Surge,10.0,324,3244628.17,1.0,596373.21,100.0,102,32.134,-126.129
2019-05-24,Chile,Earthquake,4.49,84,5226192.44,11.12,25207.32,87.73,40,2.172,-66.598
2020-07-12,China,Drought,5.35,266,6333513.99,7.4,366161.7,95.01,55,-18.477,149.907
2020-10-23,Australia,Flood,6.21,252,2700199.78,10.09,195559.95,92.68,57,-36.444,155.16
2021-05-25,Italy,Wildfire,4.17,71,6197534.66,16.12,104488.42,84.16,38,13.731,-138.234
2024-07-06,China,Storm Surge,2.48,44,2100010.31,31.47,145650.21,61.65,22,-41.497,53.969
2024-04-27,Spain,Drought,7.04,287,1457911.45,1.0,615673.75,100.0,66,-55.057,123.686
2024-06-20,India,Earthquake,6.07,38,6079501.58,9.55,415655.59,85.38,61,-28.241,-98.325
2024-12-06,Nigeria,Landslide,3.15,71,1739360.48,13.2,94738.08,90.05,35,16.679,-0.667
2021-05-22,Greece,Tornado,4.53,92,1249149.67,9.1,221988.64,100.0,39,-2.047,103.594
2023-02-01,South Africa,Tornado,7.93,237,9040846.92,14.85,455421.41,87.1,79,-51.243,-149.63
2023-06-07,Philippines,Landslide,7.45,230,5117385.29,1.0,342124.39,95.0,74,-4.267,-54.335
2021-07-31,Turkey,Drought,7.47,115,7314826.53,6.71,500582.13,82.05,71,28.104,122.664
2022-02-26,South Africa,Wildfire,5.42,173,4088880.3,1.0,338336.91,95.82,48,1.798,-133.897
2019-05-17,Mexico,Volcanic Eruption,3.75,68,2617017.1,1.77,254868.91,100.0,40,-27.903,-85.708
2021-04-03,Brazil,Earthquake,2.72,49,2715744.58,20.61,172651.03,75.72,27,53.446,123.816
2019-10-17,Canada,Hurricane,5.91,204,7997984.19,12.06,305643.99,94.99,61,37.617,147.476
2019-10-15,France,Hurricane,3.28,111,4421626.29,12.43,132457.34,89.05,35,-0.208,5.006
2023-07-31,Bangladesh,Tornado,5.39,124,9979866.41,14.26,290297.22,90.45,48,-57.219,151.379
2020-09-13,Chile,Volcanic Eruption,5.8,220,5163973.0,4.04,214204.46,90.51,54,-34.183,-50.016
2023-07-21,Japan,Tornado,4.26,25,4292242.92,15.78,135626.81,91.81,45,11.702,116.569
2024-01-08,Bangladesh,Tornado,7.06,94,10078131.35,1.34,478781.68,99.52,73,-59.019,-133.451
2022-02-07,Turkey,Tornado,2.65,29,3439783.06,13.38,156979.46,79.78,30,31.663,-45.581
2024-05-24,South Africa,Earthquake,2.53,64,3327925.99,15.45,156255.87,85.85,22,7.418,-46.742
2022-05-02,Australia,Flood,2.98,1,3504374.56,8.27,154832.56,90.41,33,0.511,89.897
2024-11-07,Italy,Storm Surge,4.4,73,6004527.51,12.59,247591.31,89.75,36,-45.743,161.528
2021-10-20,South Africa,Drought,6.51,170,3202455.26,6.15,320558.25,93.18,66,6.94,-45.694
2024-10-03,Turkey,Hurricane,7.86,242,2703918.62,9.22,602117.65,92.72,84,1.095,0.026
2019-07-16,Japan,Earthquake,9.02,272,10149488.7,10.54,477377.97,89.58,88,25.631,103.348
2019-09-03,Chile,Volcanic Eruption,8.13,96,14353470.2,8.41,178902.96,93.43,70,12.751,5.272
2021-07-28,France,Storm Surge,6.25,180,4399602.75,8.3,556860.19,89.17,57,-40.5,166.809
2021-10-09,Australia,Storm Surge,7.96,315,7978041.73,11.08,611818.56,85.2,77,0.878,3.303
2021-05-12,Bangladesh,Storm Surge,7.46,274,9561786.88,2.03,669626.48,95.31,72,-3.013,-164.343
2022-09-03,France,Flood,5.68,202,8111963.9,10.52,336906.68,89.7,59,10.044,100.897
2023-04-28,United States,Storm Surge,1.0,17,1120660.97,42.24,57726.47,56.73,18,-28.136,52.901
2020-07-21,Nigeria,Storm Surge,8.15,124,7531674.48,5.52,333717.25,95.45,77,26.568,28.398
2024-12-13,China,Extreme Heat,2.74,71,3600837.49,13.5,185981.91,83.34,28,32.953,-40.735
2024-06-03,Mexico,Earthquake,6.64,130,8150584.29,4.65,305940.94,94.32,62,53.785,-132.636
2021-07-08,United States,Volcanic Eruption,4.65,20,3505390.6,8.91,208516.05,89.89,46,-9.746,-29.594
2023-08-18,Indonesia,Landslide,5.96,171,4022945.54,2.04,173755.74,95.52,57,32.997,142.977
2023-10-26,Japan,Wildfire,3.46,24,2670917.04,14.78,214176.53,82.43,32,-35.119,-59.483
2022-03-24,Bangladesh,Extreme Heat,3.15,61,1811769.18,18.12,44941.9,80.08,32,-22.35,-111.118
2024-02-16,Greece,Drought,5.37,251,6306474.41,3.92,258135.04,87.2,53,-17.486,92.477
2023-06-07,Italy,Storm Surge,3.33,97,2417835.05,13.81,124316.82,94.88,31,-36.928,-86.183
2020-07-10,Greece,Tornado,8.67,243,10753695.68,7.38,501501.67,82.98,85,52.978,163.969
2023-06-26,Australia,Hurricane,6.69,130,1989733.93,6.91,562535.88,99.32,66,-21.955,-51.407
2019-05-15,Italy,Tornado,6.9,112,1022072.2,2.33,560914.18,96.3,67,8.817,14.685
2019-08-23,South Africa,Drought,4.4,171,7977696.31,22.0,206019.17,79.48,36,-25.146,-72.206
2022-12-17,India,Drought,7.95,66,8815971.05,1.0,304018.05,94.81,76,18.717,84.095
2024-01-16,Indonesia,Hurricane,3.92,56,5555820.14,6.72,213385.92,99.37,36,-27.464,21.086
2019-03-24,Italy,Wildfire,3.56,63,5666528.23,14.44,140341.43,87.98,30,13.881,29.522
2023-12-16,Mexico,Earthquake,6.36,153,5383469.61,3.35,205301.92,99.32,69,-32.919,-90.836
2021-09-14,Brazil,Landslide,3.73,91,162104.55,9.96,183955.1,85.49,32,26.083,-135.815
2024-03-04,Turkey,Earthquake,3.66,83,3321212.83,1.91,27798.44,95.06,38,57.349,-116.3
2020-03-27,Bangladesh,Volcanic Eruption,1.0,15,736876.07,54.94,42299.56,46.97,10,30.709,-72.337
2019-01-02,Australia,Earthquake,1.0,27,1107698.25,50.54,128524.75,39.04,18,18.276,-91.045
2022-09-08,Japan,Wildfire,4.43,101,4324406.73,8.73,170823.84,92.92,36,45.869,-110.232
2023-07-23,Japan,Landslide,6.5,102,2827778.48,5.13,488516.44,92.19,66,-37.643,84.661
2018-02-07,Australia,Earthquake,3.54,97,4750780.61,22.81,164481.16,80.53,35,-24.193,34.946
2023-02-05,France,Tornado,7.59,97,10419688.21,5.35,369841.17,95.11,77,58.692,14.722
2023-08-28,Bangladesh,Wildfire,4.77,105,8529413.91,15.0,321251.71,82.73,43,-3.838,-104.444
2019-10-28,Brazil,Drought,6.91,198,11999120.92,3.93,313803.67,87.88,67,27.734,50.417
2021-10-12,China,Earthquake,6.99,107,9232623.79,5.91,394980.58,88.35,70,34.892,23.046
2024-11-07,Indonesia,Wildfire,1.0,18,184763.38,54.03,65548.15,48.3,17,42.738,134.995
2021-09-05,Canada,Extreme Heat,3.1,116,4548073.89,14.29,225566.01,80.18,26,-49.591,57.547
2023-05-10,China,Wildfire,3.78,55,1784436.57,18.8,169557.03,82.96,34,-21.168,-85.664
2020-08-22,Italy,Landslide,1.36,30,59613.68,34.98,30754.52,74.95,18,-6.392,-79.222
2024-07-13,France,Tornado,5.21,170,3006216.52,11.93,281401.65,89.39,58,26.746,-166.112
2018-09-12,Germany,Hurricane,6.46,147,1115573.64,2.62,307382.98,97.84,58,20.134,-11.766
2023-08-21,China,Landslide,9.82,345,12780763.86,5.25,449475.59,89.99,98,50.773,131.852
2021-04-23,Australia,Flood,5.52,41,6437080.94,7.93,65324.81,87.77,53,-15.895,-94.911
2019-09-20,Turkey,Volcanic Eruption,8.78,224,2915699.32,7.9,167205.3,97.51,85,-5.403,166.205
2024-02-28,Germany,Landslide,4.81,160,1715343.79,2.99,184462.29,100.0,40,49.536,87.499
2024-09-06,Indonesia,Hurricane,1.0,15,1275870.4,54.0,40736.77,43.94,15,44.776,-142.164
2022-01-21,Philippines,Extreme Heat,1.26,20,1380532.84,40.33,50173.43,59.85,2,-50.628,21.817
2023-09-02,Japan,Extreme Heat,3.68,90,1874361.58,13.33,217096.28,84.96,37,-35.741,12.464
2023-11-02,China,Drought,3.07,55,4012600.32,16.4,117660.53,84.72,34,-6.979,61.3
2019-01-08,Nigeria,Volcanic Eruption,1.0,31,831872.63,50.13,73944.94,43.01,6,47.867,-18.536
2019-06-25,Japan,Volcanic Eruption,4.42,53,8259630.36,6.57,172002.54,94.45,38,1.59,-14.689
2023-03-09,Japan,Extreme Heat,4.21,97,3508194.01,10.94,165876.58,81.49,43,20.732,-65.222
2020-11-08,United States,Landslide,8.51,171,9468349.89,9.1,209456.65,99.41,86,37.974,83.574
2018-07-05,Nigeria,Flood,8.26,104,15775685.5,9.68,504588.99,91.49,81,-9.156,68.131
2018-10-10,Greece,Earthquake,7.4,158,121859.6,1.0,342544.04,100.0,73,58.336,-9.496
2020-01-08,Australia,Landslide,7.44,3,7971940.92,1.0,484910.99,98.53,76,32.277,90.381
2022-04-16,Canada,Drought,3.27,107,4976617.55,17.59,155135.49,85.31,29,-6.176,141.819
2018-11-25,South Africa,Landslide,6.71,244,10303604.64,3.5,384065.8,90.03,69,21.928,55.009
2021-11-25,Greece,Wildfire,5.9,7,2473243.45,6.72,259551.63,87.23,60,-45.764,167.568
2019-06-06,South Africa,Extreme Heat,5.5,99,3423406.85,13.97,457339.72,83.62,51,27.343,-94.285
2021-05-07,United States,Earthquake,5.98,98,5565449.36,11.72,70669.54,94.87,60,-4.44,74.492
2022-04-03,Canada,Extreme Heat,4.18,79,4098547.16,2.84,333738.24,97.37,43,38.803,-85.846
2021-02-03,Germany,Wildfire,6.9,67,8537311.37,5.62,462061.84,83.75,68,-37.382,127.571
2022-09-14,Brazil,Earthquake,3.79,92,4686116.81,9.11,135673.07,90.33,33,13.791,148.321
2020-04-24,United States,Hurricane,6.68,109,3031139.84,5.31,195366.51,86.54,60,-51.925,31.941
2018-07-19,Philippines,Storm Surge,5.22,173,6036043.16,6.16,308526.46,91.54,48,-30.632,-154.96
2024-01-20,Philippines,Hurricane,2.69,6,2166578.77,18.63,129362.92,79.29,22,-33.928,123.668
2023-08-26,Japan,Wildfire,6.22,42,8628578.19,2.71,217274.46,89.96,59,59.218,-90.385
2024-06-23,Nigeria,Drought,6.95,174,10350947.47,9.52,194107.35,88.83,65,11.75,58.661
2021-05-21,France,Hurricane,7.66,61,11084525.75,10.73,663397.38,87.22,80,45.151,165.136
2022-08-21,Chile,Hurricane,9.56,132,2223275.65,1.0,614482.81,89.58,93,-23.94,-149.274
2022-10-16,Nigeria,Wildfire,5.87,128,7124291.18,9.28,443988.5,85.96,55,6.702,-154.059
2023-11-19,Germany,Landslide,3.45,97,5009976.11,16.15,254505.92,77.96,42,-21.752,-28.45
2022-03-22,Turkey,Tornado,8.05,220,15215079.43,1.0,317924.66,95.32,84,-37.935,12.896
2021-05-16,Mexico,Hurricane,2.9,79,4886803.04,20.03,161441.89,75.03,24,42.905,-120.92
2024-04-22,Philippines,Earthquake,7.5,208,7352929.48,4.31,71121.59,90.33,84,-10.479,-28.387
2022-05-10,Chile,Wildfire,2.44,53,3667711.54,13.4,130964.95,91.28,24,-30.857,-100.866
2022-02-28,India,Volcanic Eruption,10.0,33,15293642.65,3.94,654384.03,98.27,96,-48.904,76.359
2021-01-04,Indonesia,Earthquake,5.46,7,7104253.04,10.29,342615.69,95.01,56,-14.74,35.69
2020-02-10,Japan,Flood,5.3,59,3410154.57,15.0,416950.73,83.81,53,36.558,29.778
2023-05-18,Greece,Hurricane,3.19,101,4252367.69,24.75,103488.0,73.36,33,-34.933,138.391
2020-05-17,Australia,Earthquake,6.29,112,3546216.14,12.03,405410.75,83.38,69,52.459,157.106
2020-09-20,Brazil,Volcanic Eruption,7.34,156,7632537.39,9.31,240515.01,90.84,62,23.475,69.281
2024-03-11,South Africa,Hurricane,6.75,29,11829141.66,5.46,309058.2,91.4,66,-21.406,-73.76
2022-01-11,Philippines,Extreme Heat,7.84,38,12840891.58,7.81,202663.05,86.81,86,-22.989,-47.721
2019-02-08,Bangladesh,Volcanic Eruption,3.11,26,4876933.87,17.13,97129.36,83.95,25,36.338,75.621
2022-02-27,France,Hurricane,7.2,220,9117302.1,8.47,613751.1,91.52,66,-22.449,-154.457
2018-03-08,Mexico,Wildfire,5.9,241,2905941.17,6.33,344079.26,93.4,54,-28.707,147.818
2021-04-24,Nigeria,Landslide,7.24,312,7954075.98,2.11,137781.19,99.18,77,-41.711,-57.846
2020-10-03,South Africa,Storm Surge,5.95,118,4197153.48,2.61,396857.78,100.0,51,-0.084,52.567
2023-06-25,France,Tornado,8.18,210,13903794.69,1.0,185543.86,98.26,84,55.981,48.176
2019-11-21,Bangladesh,Volcanic Eruption,8.59,232,7550075.32,1.0,641017.13,94.18,94,27.933,-50.26
2023-06-24,Turkey,Extreme Heat,4.43,159,5935481.29,10.15,175530.23,88.15,46,-37.914,132.384
2018-05-19,Japan,Extreme Heat,5.15,72,4727454.93,9.71,38272.41,92.59,46,40.688,-144.728
2022-08-17,Japan,Earthquake,2.69,8,277558.29,11.04,96474.14,98.72,24,-43.501,44.439
2018-02-07,India,Wildfire,5.36,128,5706460.03,8.58,139747.09,98.68,62,-33.754,-14.957
2024-11-30,Japan,Storm Surge,1.63,15,1405982.06,24.54,98275.99,71.82,27,49.53,54.157
2023-12-20,United States,Earthquake,7.38,163,11171239.9,12.03,285803.84,83.89,74,6.197,-165.971
2024-01-04,Chile,Tornado,6.72,143,1421983.91,3.13,326216.82,96.5,77,57.298,-164.172
2019-03-15,Canada,Wildfire,2.23,55,3886914.07,32.9,93381.06,69.56,25,50.166,8.291
2024-12-13,Mexico,Hurricane,5.39,102,6566127.16,1.0,343088.41,99.63,52,3.175,107.173
2018-11-20,Italy,Landslide,9.09,120,7260993.41,15.24,303355.5,82.01,90,-15.234,-31.951
2020-07-14,Nigeria,Hurricane,6.68,147,2363150.89,4.52,252913.05,95.09,68,-24.003,111.541
2019-01-18,India,Earthquake,5.84,13,8941210.23,9.49,453434.55,92.73,63,-11.367,-41.762
2018-02-08,Bangladesh,Earthquake,5.93,198,7482370.8,7.6,566305.75,96.84,62,24.341,-141.887
2024-05-06,Canada,Drought,2.45,17,2805585.81,20.34,92309.6,80.36,32,57.28,161.106
2020-07-30,Chile,Earthquake,6.39,54,6034489.37,3.49,269985.96,94.45,61,-34.63,125.16
2021-01-15,Nigeria,Volcanic Eruption,2.49,46,1791848.64,4.63,226713.35,100.0,23,-54.413,-144.722
2024-04-27,Italy,Extreme Heat,5.04,41,9308857.19,19.01,267669.23,86.1,51,18.973,-109.019
2020-04-28,France,Earthquake,2.33,36,2480017.57,18.36,106153.3,81.18,22,10.444,85.767
2021-05-10,South Africa,Flood,5.1,47,3274506.43,2.98,355051.37,86.49,56,-40.506,-88.239
2021-09-20,South Africa,Extreme Heat,7.77,131,2344001.46,4.37,378657.26,90.58,75,-13.938,81.513
2021-11-17,India,Extreme Heat,8.06,214,4334216.54,1.0,350301.77,97.93,83,-53.556,-21.39
2024-10-14,India,Drought,3.93,98,7731331.38,16.29,192689.18,82.79,37,32.281,154.652
2018-05-02,South Africa,Drought,7.36,101,7527730.38,6.78,294188.59,86.36,75,16.095,96.406
2020-07-23,Philippines,Volcanic Eruption,4.88,121,3576543.03,15.94,158361.69,92.62,40,-17.303,149.989
2024-07-27,Canada,Wildfire,5.87,145,3534763.06,10.3,443680.73,78.62,61,19.281,-140.864
2020-10-06,Spain,Tornado,1.0,10,1814583.18,45.09,26522.4,53.92,20,25.573,-142.107
2019-09-24,Turkey,Landslide,1.34,12,2337395.68,45.2,64066.78,48.61,23,28.759,-62.329
2018-01-22,Brazil,Flood,8.19,219,4862550.17,5.62,383180.83,96.04,89,53.155,-18.79
2019-06-27,Italy,Flood,6.76,62,11410589.64,8.67,430816.98,98.67,62,-49.524,-23.467
2023-09-30,Greece,Extreme Heat,4.93,72,1064869.75,11.47,493973.98,79.33,49,-11.035,-161.071
2019-01-17,Germany,Extreme Heat,6.28,133,5925802.36,1.15,343297.36,95.07,51,11.631,96.709
